"","X","site","location","order","family","length","ecomorphology","area_pool","human_influence","method","point","type"
"59511",37918,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59512",37919,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59513",37920,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59514",37921,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59515",37922,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59516",37923,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59517",37924,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59518",37925,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59519",37926,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59520",37927,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59521",37928,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59522",37929,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59523",37930,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59524",37931,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59525",37932,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59526",37933,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59527",37934,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59528",37935,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59529",37936,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59530",37937,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59531",37938,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59532",37939,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59533",37940,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59534",37941,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59535",37942,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59536",37943,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59537",37944,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59538",37945,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59539",37946,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59540",37947,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59541",37948,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59542",37949,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59543",37950,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59544",37951,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59545",37952,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59546",37953,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59547",37954,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59548",37955,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59549",37956,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59550",37957,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59551",37958,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59552",37959,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59553",37960,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59554",37961,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59555",37962,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59556",37963,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59557",37964,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59558",37965,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59559",37966,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59560",37967,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59561",37968,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59562",37969,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59563",37970,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59564",37971,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59565",37972,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59566",37973,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59567",37974,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59568",37975,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59569",37976,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59570",37977,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59571",37978,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59572",37979,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59573",37980,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59574",37981,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59575",37982,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59576",37983,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59577",37984,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59578",37985,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59579",37986,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59580",37987,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59581",37988,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59582",37989,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59583",37990,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59584",37991,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59585",37992,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59586",37993,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59587",37994,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59588",37995,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59589",37996,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59590",37997,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59591",37998,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59592",37999,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59593",38000,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59594",38001,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59595",38002,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59596",38003,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59597",38004,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59598",38005,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59599",38006,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59600",38007,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59601",38008,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59602",38009,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59603",38010,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59604",38011,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59605",38012,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59606",38013,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59607",38014,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59608",38015,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59609",38016,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59610",38017,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59611",38018,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59612",38019,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59613",38020,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59614",38021,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59615",38022,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59616",38023,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59617",38024,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59618",38025,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59619",38026,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59620",38027,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59621",38028,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59622",38029,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59623",38030,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59624",38031,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59625",38032,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59626",38033,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59627",38034,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59628",38035,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59629",38036,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59630",38037,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59631",38038,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59632",38039,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59633",38040,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59634",38041,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59635",38042,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59636",38043,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59637",38044,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59638",38045,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59639",38046,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59640",38047,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59641",38048,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59642",38049,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59643",38050,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59644",38051,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59645",38052,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59646",38053,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59647",38054,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59648",38055,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59649",38056,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59650",38057,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59651",38058,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59652",38059,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59653",38060,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59654",38061,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59655",38062,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59656",38063,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59657",38064,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59658",38065,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59659",38066,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59660",38067,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59661",38068,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59662",38069,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59663",38070,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59664",38071,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59665",38072,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59666",38073,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59667",38074,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59668",38075,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59669",38076,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59670",38077,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59671",38078,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59672",38079,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59673",38080,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59674",38081,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59675",38082,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59676",38083,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59677",38084,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59678",38085,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59679",38086,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59680",38087,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59681",38088,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59682",38089,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59683",38090,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59684",38091,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59685",38092,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59686",38093,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59687",38094,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59688",38095,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59689",38096,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59690",38097,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59691",38098,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59692",38099,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59693",38100,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59694",38101,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59695",38102,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59696",38103,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59697",38104,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59698",38105,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59699",38106,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59700",38107,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59701",38108,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59702",38109,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59703",38110,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59704",38111,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59705",38112,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59706",38113,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59707",38114,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59708",38115,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59709",38116,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59710",38117,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59711",38118,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59712",38119,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59713",38120,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59714",38121,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59715",38122,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59716",38123,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59717",38124,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59718",38125,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59719",38126,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59720",38127,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59721",38128,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59722",38129,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59723",38130,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59724",38131,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59725",38132,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59726",38133,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59727",38134,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59728",38135,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59729",38136,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59730",38137,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59731",38138,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59732",38139,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59733",38140,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59734",38141,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59735",38142,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59736",38143,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59737",38144,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59738",38145,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59739",38146,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59740",38147,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59741",38148,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59742",38149,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59743",38150,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59744",38151,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59745",38152,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
"59746",38153,"Ellikon","Outflow","Entomobryomorpha",NA,2,3,451,130586.530561878,"suction",3,"terrestrial"
