OBS,Date,Year,Pool,Pool Order,SiteDescription,CarpSighted,Gear,CommonName,MetricLength,Log2Length,Log2SC,MetricWeight,Family,Genus,Species,TrophicGuild
3353,11/17/2017,2017,RC Byrd,6,RCBUM05,FALSE,Boat Electrofishing,RiverRedhorse,575.0003105,9.167418925,9,2022.031608,Catostomidae,Moxostoma,carinatum,Invertivore
106,10/24/2019,2019,Cannelton,1,CANLM06,FALSE,Boat Electrofishing,BigmouthBuffalo,520.7,9.024308597,9,2023.056,Catostomidae,Ictiobus,cyprinellus,Detritivore
632,11/5/2018,2018,Greenup,5,GRELM02,FALSE,Boat Electrofishing,SmallmouthBuffalo,510.54,8.995880188,9,2023.056,Catostomidae,Ictiobus,bubalus,Detritivore
69,10/7/2020,2020,Cannelton,1,CANLM04,TRUE,Boat Electrofishing,SmallmouthBuffalo,513.08,9.00303998,9,2023.056,Catostomidae,Ictiobus,bubalus,Detritivore
1571,10/16/2017,2017,Markland,3,MARLO05,FALSE,Boat Electrofishing,SmallmouthBuffalo,518.16,9.017253839,9,2023.056,Catostomidae,Ictiobus,bubalus,Detritivore
2192,10/31/2017,2017,McAlpine,2,MCAUM04,FALSE,Boat Electrofishing,SmallmouthBuffalo,520.0002808,9.022368592,9,2025.031655,Catostomidae,Ictiobus,bubalus,Detritivore
742,11/23/2015,2015,Greenup,5,GRELO05,FALSE,Boat Electrofishing,SmallmouthBuffalo,510.54,8.995880188,9,2027.592,Catostomidae,Ictiobus,bubalus,Detritivore
2897,10/16/2018,2018,Meldahl,4,MELUP05,FALSE,Boat Electrofishing,SmallmouthBuffalo,510.54,8.995880188,9,2027.592,Catostomidae,Ictiobus,bubalus,Detritivore
10209,11/1/2017,2017,McAlpine,2,MCALM02,FALSE,Boat Electrofishing,FreshwaterDrum,547.0002954,9.095397802,9,2031.031749,Sciaenidae,Aplodinotus,grunniens,Invertivore
502,10/17/2019,2019,Cannelton,1,CANUP02,FALSE,Boat Electrofishing,BlueSucker,596.9,9.221345444,9,2032.128,Catostomidae,Cycleptus,elongatus,Invertivore
272,10/13/2020,2020,Cannelton,1,CANLO04,FALSE,Boat Electrofishing,SmallmouthBuffalo,482.6,8.914684105,8.5,2032.128,Catostomidae,Ictiobus,bubalus,Detritivore
2496,10/18/2016,2016,Meldahl,4,MELLM06,FALSE,Boat Electrofishing,SmallmouthBuffalo,508,8.988684687,8.5,2032.128,Catostomidae,Ictiobus,bubalus,Detritivore
819,11/6/2018,2018,Greenup,5,GRELO07,FALSE,Boat Electrofishing,SmallmouthBuffalo,513.08,9.00303998,9,2032.128,Catostomidae,Ictiobus,bubalus,Detritivore
1060,11/13/2017,2017,Greenup,5,GRUM14,FALSE,Boat Electrofishing,SmallmouthBuffalo,518.0002797,9.016809067,9,2034.031795,Catostomidae,Ictiobus,bubalus,Detritivore
741,11/23/2015,2015,Greenup,5,GRELO05,FALSE,Boat Electrofishing,SmallmouthBuffalo,502.92,8.974185117,8.5,2036.664,Catostomidae,Ictiobus,bubalus,Detritivore
1816,11/5/2015,2015,Markland,3,MARUP03,FALSE,Boat Electrofishing,SmallmouthBuffalo,510.54,8.995880188,9,2036.664,Catostomidae,Ictiobus,bubalus,Detritivore
10399,12/3/2015,2015,Meldahl,4,MELUP07,FALSE,Boat Electrofishing,FreshwaterDrum,515.62,9.010164414,9,2041.2,Sciaenidae,Aplodinotus,grunniens,Invertivore
4097,10/12/2016,2016,Markland,3,MARUM06,FALSE,Boat Electrofishing,LargemouthBass,505.46,8.981453118,8.5,2041.2,Centrarchidae,Micropterus,salmoides,Piscivore
355,10/13/2020,2020,Cannelton,1,CANLO06,TRUE,Boat Electrofishing,SmallmouthBuffalo,508,8.988684687,8.5,2041.2,Catostomidae,Ictiobus,bubalus,Detritivore
659,12/4/2015,2015,Greenup,5,GRELM04,FALSE,Boat Electrofishing,SmallmouthBuffalo,510.54,8.995880188,9,2041.2,Catostomidae,Ictiobus,bubalus,Detritivore
1834,11/5/2015,2015,Markland,3,MARUP04,FALSE,Boat Electrofishing,SmallmouthBuffalo,520.7,9.024308597,9,2041.2,Catostomidae,Ictiobus,bubalus,Detritivore
2269,10/21/2015,2015,McAlpine,2,MCAUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,523.24,9.031329024,9,2041.2,Catostomidae,Ictiobus,bubalus,Detritivore
2930,12/3/2015,2015,Meldahl,4,MELUP07,FALSE,Boat Electrofishing,SmallmouthBuffalo,528.32,9.045268215,9,2041.2,Catostomidae,Ictiobus,bubalus,Detritivore
931,11/5/2018,2018,Greenup,5,GREUM10,FALSE,Boat Electrofishing,SmallmouthBuffalo,530.86,9.052187629,9,2041.2,Catostomidae,Ictiobus,bubalus,Detritivore
1099,11/17/2016,2016,Greenup,5,GRUR01,FALSE,Boat Electrofishing,SmallmouthBuffalo,533.4,9.059074015,9,2041.2,Catostomidae,Ictiobus,bubalus,Detritivore
8528,10/7/2016,2016,McAlpine,2,MCALM01,FALSE,Boat Electrofishing,Muskellunge,721.36,9.494575617,9,2045.736,Esocidae,Esox,masquinongy,Piscivore
624,11/5/2018,2018,Greenup,5,GRELM01,FALSE,Boat Electrofishing,SmallmouthBuffalo,513.08,9.00303998,9,2045.736,Catostomidae,Ictiobus,bubalus,Detritivore
2824,10/25/2018,2018,Meldahl,4,MELUP02,FALSE,Boat Electrofishing,SmallmouthBuffalo,528.32,9.045268215,9,2045.736,Catostomidae,Ictiobus,bubalus,Detritivore
2759,10/19/2016,2016,Meldahl,4,MELUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,533.4,9.059074015,9,2045.736,Catostomidae,Ictiobus,bubalus,Detritivore
2507,10/18/2018,2018,Meldahl,4,MELLM06,FALSE,Boat Electrofishing,SmallmouthBuffalo,541.02,9.079538117,9,2045.736,Catostomidae,Ictiobus,bubalus,Detritivore
62,10/3/2017,2017,Cannelton,1,CANLM04,TRUE,Boat Electrofishing,SmallmouthBuffalo,490.22,8.937285534,8.5,2050.272,Catostomidae,Ictiobus,bubalus,Detritivore
3057,11/15/2016,2016,RC Byrd,6,RCBLM02,FALSE,Boat Electrofishing,SmallmouthBuffalo,502.92,8.974185117,8.5,2050.272,Catostomidae,Ictiobus,bubalus,Detritivore
160,10/29/2019,2019,Cannelton,1,CANLO02,FALSE,Boat Electrofishing,SmallmouthBuffalo,518.16,9.017253839,9,2050.272,Catostomidae,Ictiobus,bubalus,Detritivore
2145,10/31/2017,2017,McAlpine,2,MCAUM01,FALSE,Boat Electrofishing,SmallmouthBuffalo,517.0002792,9.014021249,9,2052.032077,Catostomidae,Ictiobus,bubalus,Detritivore
20,11/20/2017,2017,RC Byrd,6,RBKR10,FALSE,Boat Electrofishing,Bowfin,628.0003391,9.294621528,9,2056.032139,Amiidae,Amia,calva,Piscivore
10039,11/13/2017,2017,Greenup,5,GRLR01,FALSE,Boat Electrofishing,FreshwaterDrum,561.0003029,9.13185774,9,2056.032139,Sciaenidae,Aplodinotus,grunniens,Invertivore
8756,11/4/2015,2015,Markland,3,MARUM05,FALSE,Boat Electrofishing,ChannelCatfish,612.14,9.257717833,9,2059.344,Ictaluridae,Ictalurus,punctatus,Omnivore
46,10/24/2019,2019,Cannelton,1,CANLM03,FALSE,Boat Electrofishing,SmallmouthBuffalo,502.92,8.974185117,8.5,2059.344,Catostomidae,Ictiobus,bubalus,Detritivore
105,10/24/2019,2019,Cannelton,1,CANLM06,FALSE,Boat Electrofishing,SmallmouthBuffalo,502.92,8.974185117,8.5,2059.344,Catostomidae,Ictiobus,bubalus,Detritivore
2268,10/21/2015,2015,McAlpine,2,MCAUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,508,8.988684687,8.5,2059.344,Catostomidae,Ictiobus,bubalus,Detritivore
2235,10/21/2015,2015,McAlpine,2,MCAUM06,FALSE,Boat Electrofishing,SmallmouthBuffalo,523.24,9.031329024,9,2059.344,Catostomidae,Ictiobus,bubalus,Detritivore
8499,10/16/2018,2018,Meldahl,4,MELUP06,FALSE,Boat Electrofishing,CommonCarp,538.48,9.072748952,9,2063.88,Cyprinidae,Cyprinus,carpio,Detritivore
2774,10/17/2018,2018,Meldahl,4,MELUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,513.08,9.00303998,9,2063.88,Catostomidae,Ictiobus,bubalus,Detritivore
856,11/6/2018,2018,Greenup,5,GREUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,520.7,9.024308597,9,2063.88,Catostomidae,Ictiobus,bubalus,Detritivore
1586,10/16/2017,2017,Markland,3,MARLO06,FALSE,Boat Electrofishing,RiverCarpsucker,538.48,9.072748952,9,2068.416,Catostomidae,Carpiodes,carpio,Detritivore
714,11/6/2018,2018,Greenup,5,GRELO01,FALSE,Boat Electrofishing,SmallmouthBuffalo,513.08,9.00303998,9,2068.416,Catostomidae,Ictiobus,bubalus,Detritivore
1242,10/17/2017,2017,Markland,3,MARLM02,FALSE,Boat Electrofishing,SmallmouthBuffalo,520.7,9.024308597,9,2068.416,Catostomidae,Ictiobus,bubalus,Detritivore
2922,10/16/2018,2018,Meldahl,4,MELUP06,FALSE,Boat Electrofishing,SmallmouthBuffalo,535.94,9.065927686,9,2068.416,Catostomidae,Ictiobus,bubalus,Detritivore
3081,11/6/2017,2017,RC Byrd,6,RCBLM02,FALSE,Boat Electrofishing,SmallmouthBuffalo,513.000277,9.002815795,9,2070.032358,Catostomidae,Ictiobus,bubalus,Detritivore
994,11/13/2017,2017,Greenup,5,GRLR01,FALSE,Boat Electrofishing,SmallmouthBuffalo,522.0002819,9.027906776,9,2074.032421,Catostomidae,Ictiobus,bubalus,Detritivore
887,11/13/2017,2017,Greenup,5,GREUM10,FALSE,Boat Electrofishing,SmallmouthBuffalo,516.0002786,9.011228034,9,2076.032452,Catostomidae,Ictiobus,bubalus,Detritivore
8428,10/12/2020,2020,McAlpine,2,MCALO06,FALSE,Boat Electrofishing,CommonCarp,497.84,8.959538341,8.5,2077.488,Cyprinidae,Cyprinus,carpio,Detritivore
3168,11/15/2016,2016,RC Byrd,6,RCBLM06,FALSE,Boat Electrofishing,SmallmouthBuffalo,401.32,8.648609245,8.5,2077.488,Catostomidae,Ictiobus,bubalus,Detritivore
2544,10/17/2016,2016,Meldahl,4,MELLO02,FALSE,Boat Electrofishing,SmallmouthBuffalo,505.46,8.981453118,8.5,2077.488,Catostomidae,Ictiobus,bubalus,Detritivore
1857,11/5/2018,2018,Greenup,5,MARUP06,FALSE,Boat Electrofishing,SmallmouthBuffalo,513.08,9.00303998,9,2077.488,Catostomidae,Ictiobus,bubalus,Detritivore
2757,10/19/2016,2016,Meldahl,4,MELUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,520.7,9.024308597,9,2077.488,Catostomidae,Ictiobus,bubalus,Detritivore
448,10/6/2020,2020,Cannelton,1,CANUM06,TRUE,Boat Electrofishing,SmallmouthBuffalo,548.64,9.099715999,9,2077.488,Catostomidae,Ictiobus,bubalus,Detritivore
2572,11/20/2017,2017,Meldahl,4,MELLO03,FALSE,Boat Electrofishing,SmallmouthBuffalo,502.92,8.974185117,8.5,2082.024,Catostomidae,Ictiobus,bubalus,Detritivore
3055,11/20/2017,2017,RC Byrd,6,RBLM11,FALSE,Boat Electrofishing,SmallmouthBuffalo,521.0002813,9.025140341,9,2086.032608,Catostomidae,Ictiobus,bubalus,Detritivore
8368,11/4/2015,2015,Markland,3,MARUM06,FALSE,Boat Electrofishing,CommonCarp,520.7,9.024308597,9,2086.56,Cyprinidae,Cyprinus,carpio,Detritivore
924,11/5/2018,2018,Greenup,5,GREUM10,FALSE,Boat Electrofishing,SmallmouthBuffalo,508,8.988684687,8.5,2086.56,Catostomidae,Ictiobus,bubalus,Detritivore
929,11/5/2018,2018,Greenup,5,GREUM10,FALSE,Boat Electrofishing,SmallmouthBuffalo,518.16,9.017253839,9,2086.56,Catostomidae,Ictiobus,bubalus,Detritivore
1682,11/4/2015,2015,Markland,3,MARUM06,FALSE,Boat Electrofishing,SmallmouthBuffalo,520.7,9.024308597,9,2086.56,Catostomidae,Ictiobus,bubalus,Detritivore
2639,11/16/2015,2015,Meldahl,4,MELUM03,FALSE,Boat Electrofishing,SmallmouthBuffalo,535.94,9.065927686,9,2086.56,Catostomidae,Ictiobus,bubalus,Detritivore
2677,11/16/2015,2015,Meldahl,4,MELUM04,FALSE,Boat Electrofishing,SmallmouthBuffalo,515.62,9.010164414,9,2091.096,Catostomidae,Ictiobus,bubalus,Detritivore
8236,10/18/2018,2018,Cannelton,1,CANUP02,FALSE,Boat Electrofishing,CommonCarp,535.94,9.065927686,9,2095.632,Cyprinidae,Cyprinus,carpio,Detritivore
9861,10/24/2018,2018,Cannelton,1,CANUM03,FALSE,Boat Electrofishing,FreshwaterDrum,558.8,9.126188211,9,2095.632,Sciaenidae,Aplodinotus,grunniens,Invertivore
2213,10/8/2020,2020,McAlpine,2,MCAUM05,FALSE,Boat Electrofishing,SmallmouthBuffalo,510.54,8.995880188,9,2095.632,Catostomidae,Ictiobus,bubalus,Detritivore
9333,11/23/2015,2015,Greenup,5,GRELO05,FALSE,Boat Electrofishing,StripedBass,505.46,8.981453118,8.5,2095.632,Moronidae,Morone,saxatilis,Piscivore
1657,10/17/2017,2017,Markland,3,MARUM04,FALSE,Boat Electrofishing,SmallmouthBuffalo,518.16,9.017253839,9,2100.168,Catostomidae,Ictiobus,bubalus,Detritivore
3362,10/26/2018,2018,RC Byrd,6,RCBUM05,FALSE,Boat Electrofishing,SmallmouthBuffalo,518.16,9.017253839,9,2100.168,Catostomidae,Ictiobus,bubalus,Detritivore
2558,11/9/2015,2015,Meldahl,4,MELLO03,FALSE,Boat Electrofishing,SmallmouthBuffalo,530.86,9.052187629,9,2100.168,Catostomidae,Ictiobus,bubalus,Detritivore
3146,11/15/2016,2016,RC Byrd,6,RCBLM05,FALSE,Boat Electrofishing,SmallmouthBuffalo,530.86,9.052187629,9,2100.168,Catostomidae,Ictiobus,bubalus,Detritivore
2231,10/15/2018,2018,Meldahl,4,MCAUM05,FALSE,Boat Electrofishing,SmallmouthBuffalo,546.1,9.093021347,9,2100.168,Catostomidae,Ictiobus,bubalus,Detritivore
2973,11/28/2017,2017,Meldahl,4,MELUP07,FALSE,Boat Electrofishing,SmallmouthBuffalo,553.72,9.113012822,9,2100.168,Catostomidae,Ictiobus,bubalus,Detritivore
9827,10/2/2017,2017,Cannelton,1,CANLO04,FALSE,Boat Electrofishing,FreshwaterDrum,556.26,9.119615557,9,2104.704,Sciaenidae,Aplodinotus,grunniens,Invertivore
2566,10/17/2016,2016,Meldahl,4,MELLO03,FALSE,Boat Electrofishing,SmallmouthBuffalo,500.38,8.966880316,8.5,2104.704,Catostomidae,Ictiobus,bubalus,Detritivore
159,10/29/2019,2019,Cannelton,1,CANLO02,FALSE,Boat Electrofishing,SmallmouthBuffalo,518.16,9.017253839,9,2104.704,Catostomidae,Ictiobus,bubalus,Detritivore
1743,10/17/2017,2017,Markland,3,MARUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,520.7,9.024308597,9,2104.704,Catostomidae,Ictiobus,bubalus,Detritivore
1745,10/17/2017,2017,Markland,3,MARUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,523.24,9.031329024,9,2104.704,Catostomidae,Ictiobus,bubalus,Detritivore
1708,10/17/2017,2017,Markland,3,MARUM06,FALSE,Boat Electrofishing,SmallmouthBuffalo,538.48,9.072748952,9,2104.704,Catostomidae,Ictiobus,bubalus,Detritivore
10428,11/20/2017,2017,RC Byrd,6,RBLM11,FALSE,Boat Electrofishing,FreshwaterDrum,549.0002965,9.100663118,9,2106.032921,Sciaenidae,Aplodinotus,grunniens,Invertivore
625,11/5/2018,2018,Greenup,5,GRELM01,FALSE,Boat Electrofishing,SmallmouthBuffalo,520.7,9.024308597,9,2109.24,Catostomidae,Ictiobus,bubalus,Detritivore
1910,11/1/2017,2017,McAlpine,2,MCALM02,FALSE,Boat Electrofishing,SmallmouthBuffalo,524.000283,9.033423781,9,2112.033015,Catostomidae,Ictiobus,bubalus,Detritivore
10295,10/30/2017,2017,McAlpine,2,MCAUP02,FALSE,Boat Electrofishing,FreshwaterDrum,591.0003191,9.207015099,9,2113.03303,Sciaenidae,Aplodinotus,grunniens,Invertivore
8295,10/28/2019,2019,Markland,3,MARLM01,FALSE,Boat Electrofishing,CommonCarp,571.5,9.158609688,9,2113.776,Cyprinidae,Cyprinus,carpio,Detritivore
2523,11/9/2015,2015,Meldahl,4,MELLO01,FALSE,Boat Electrofishing,SmallmouthBuffalo,515.62,9.010164414,9,2113.776,Catostomidae,Ictiobus,bubalus,Detritivore
3277,11/9/2016,2016,RC Byrd,6,RCBUM03,FALSE,Boat Electrofishing,SmallmouthBuffalo,533.4,9.059074015,9,2113.776,Catostomidae,Ictiobus,bubalus,Detritivore
2549,11/21/2017,2017,Meldahl,4,MELLO02,FALSE,Boat Electrofishing,SmallmouthBuffalo,535.94,9.065927686,9,2113.776,Catostomidae,Ictiobus,bubalus,Detritivore
3332,11/17/2017,2017,RC Byrd,6,RCBUM04,FALSE,Boat Electrofishing,SmallmouthBuffalo,531.0002867,9.05256883,9,2116.033077,Catostomidae,Ictiobus,bubalus,Detritivore
10308,10/4/2016,2016,McAlpine,2,MCAUP05,FALSE,Boat Electrofishing,FreshwaterDrum,548.64,9.099715999,9,2118.312,Sciaenidae,Aplodinotus,grunniens,Invertivore
330,10/2/2017,2017,Cannelton,1,CANLO06,FALSE,Boat Electrofishing,SmallmouthBuffalo,510.54,8.995880188,9,2118.312,Catostomidae,Ictiobus,bubalus,Detritivore
855,11/6/2018,2018,Greenup,5,GREUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,515.62,9.010164414,9,2118.312,Catostomidae,Ictiobus,bubalus,Detritivore
2559,11/9/2015,2015,Meldahl,4,MELLO03,FALSE,Boat Electrofishing,SmallmouthBuffalo,530.86,9.052187629,9,2118.312,Catostomidae,Ictiobus,bubalus,Detritivore
10492,10/26/2018,2018,RC Byrd,6,RCBUM01,FALSE,Boat Electrofishing,FreshwaterDrum,551.18,9.106379729,9,2122.848,Sciaenidae,Aplodinotus,grunniens,Invertivore
2535,10/24/2018,2018,Meldahl,4,MELLO01,FALSE,Boat Electrofishing,SmallmouthBuffalo,515.62,9.010164414,9,2122.848,Catostomidae,Ictiobus,bubalus,Detritivore
2803,10/17/2018,2018,Meldahl,4,MELUM08,FALSE,Boat Electrofishing,SmallmouthBuffalo,528.32,9.045268215,9,2122.848,Catostomidae,Ictiobus,bubalus,Detritivore
295,10/22/2018,2018,Cannelton,1,CANLO05,TRUE,Boat Electrofishing,SmallmouthBuffalo,530.86,9.052187629,9,2122.848,Catostomidae,Ictiobus,bubalus,Detritivore
824,11/13/2017,2017,Greenup,5,GREUM02,FALSE,Boat Electrofishing,SmallmouthBuffalo,522.0002819,9.027906776,9,2128.033265,Catostomidae,Ictiobus,bubalus,Detritivore
8480,10/24/2018,2018,Meldahl,4,MELLO01,FALSE,Boat Electrofishing,CommonCarp,523.24,9.031329024,9,2131.92,Cyprinidae,Cyprinus,carpio,Detritivore
4546,11/20/2017,2017,Meldahl,4,MELLO04,FALSE,Boat Electrofishing,LargemouthBass,497.84,8.959538341,8.5,2131.92,Centrarchidae,Micropterus,salmoides,Piscivore
2008,10/23/2019,2019,McAlpine,2,MCALM06,FALSE,Boat Electrofishing,SmallmouthBuffalo,515.62,9.010164414,9,2131.92,Catostomidae,Ictiobus,bubalus,Detritivore
9293,10/6/2020,2020,Cannelton,1,CANUM06,TRUE,Boat Electrofishing,White/StripedBassHybrid,533.4,9.059074015,9,2131.92,Moronidae,Morone,NA,Piscivore
1622,11/4/2015,2015,Markland,3,MARUM01,FALSE,Boat Electrofishing,SmallmouthBuffalo,528.32,9.045268215,9,2136.456,Catostomidae,Ictiobus,bubalus,Detritivore
9341,11/13/2017,2017,Greenup,5,GREUM10,FALSE,Boat Electrofishing,White/StripedBassHybrid,600.000324,9.22881947,9,2140.033452,Moronidae,Morone,NA,Piscivore
3323,11/9/2016,2016,RC Byrd,6,RCBUM04,FALSE,Boat Electrofishing,RiverRedhorse,589.28,9.202809492,9,2140.992,Catostomidae,Moxostoma,carinatum,Invertivore
2681,11/16/2015,2015,Meldahl,4,MELUM04,FALSE,Boat Electrofishing,SmallmouthBuffalo,541.02,9.079538117,9,2140.992,Catostomidae,Ictiobus,bubalus,Detritivore
3030,11/20/2017,2017,RC Byrd,6,RBKT02,FALSE,Boat Electrofishing,SmallmouthBuffalo,520.0002808,9.022368592,9,2142.033484,Catostomidae,Ictiobus,bubalus,Detritivore
2920,10/16/2018,2018,Meldahl,4,MELUP06,FALSE,Boat Electrofishing,SmallmouthBuffalo,515.62,9.010164414,9,2145.528,Catostomidae,Ictiobus,bubalus,Detritivore
1611,10/10/2016,2016,Markland,3,MARLO07,FALSE,Boat Electrofishing,SmallmouthBuffalo,523.24,9.031329024,9,2145.528,Catostomidae,Ictiobus,bubalus,Detritivore
857,11/6/2018,2018,Greenup,5,GREUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,528.32,9.045268215,9,2145.528,Catostomidae,Ictiobus,bubalus,Detritivore
10569,11/17/2017,2017,RC Byrd,6,RCBUM05,FALSE,Boat Electrofishing,FreshwaterDrum,554.0002992,9.113742945,9,2148.033578,Sciaenidae,Aplodinotus,grunniens,Invertivore
8374,10/12/2016,2016,Markland,3,MARUM06,FALSE,Boat Electrofishing,CommonCarp,541.02,9.079538117,9,2150.064,Cyprinidae,Cyprinus,carpio,Detritivore
8520,11/15/2016,2016,RC Byrd,6,RCBLM05,FALSE,Boat Electrofishing,CommonCarp,546.1,9.093021347,9,2150.064,Cyprinidae,Cyprinus,carpio,Detritivore
2270,10/21/2015,2015,McAlpine,2,MCAUM07,FALSE,Boat Electrofishing,GoldenRedhorse,556.26,9.119615557,9,2150.064,Catostomidae,Moxostoma,erythrurum,Invertivore
198,10/29/2019,2019,Cannelton,1,CANLO03,FALSE,Boat Electrofishing,SmallmouthBuffalo,520.7,9.024308597,9,2150.064,Catostomidae,Ictiobus,bubalus,Detritivore
326,10/13/2020,2020,Cannelton,1,CANLO05,TRUE,Boat Electrofishing,SmallmouthBuffalo,538.48,9.072748952,9,2150.064,Catostomidae,Ictiobus,bubalus,Detritivore
2779,10/17/2018,2018,Meldahl,4,MELUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,543.56,9.086295483,9,2150.064,Catostomidae,Ictiobus,bubalus,Detritivore
10522,11/17/2017,2017,RC Byrd,6,RCBUM03,FALSE,Boat Electrofishing,FreshwaterDrum,546.0002948,9.09275792,9,2152.03364,Sciaenidae,Aplodinotus,grunniens,Invertivore
718,11/14/2017,2017,Greenup,5,GRELO02,FALSE,Boat Electrofishing,SmallmouthBuffalo,529.0002857,9.047124691,9,2152.03364,Catostomidae,Ictiobus,bubalus,Detritivore
8958,10/3/2017,2017,Cannelton,1,CANLM02,FALSE,Boat Electrofishing,SpottedGar,787.4,9.620952902,9.5,2154.6,Lepisosteidae,Lepisosteus,oculatus,Piscivore
3007,11/20/2017,2017,RC Byrd,6,RBKR09,FALSE,Boat Electrofishing,SmallmouthBuffalo,540.0002916,9.076816376,9,2156.033703,Catostomidae,Ictiobus,bubalus,Detritivore
1833,11/5/2015,2015,Markland,3,MARUP04,FALSE,Boat Electrofishing,SmallmouthBuffalo,510.54,8.995880188,9,2159.136,Catostomidae,Ictiobus,bubalus,Detritivore
517,11/2/2016,2016,Cannelton,1,CANUP04,TRUE,Boat Electrofishing,SmallmouthBuffalo,520.7,9.024308597,9,2159.136,Catostomidae,Ictiobus,bubalus,Detritivore
2508,10/18/2018,2018,Meldahl,4,MELLM06,FALSE,Boat Electrofishing,SmallmouthBuffalo,543.56,9.086295483,9,2159.136,Catostomidae,Ictiobus,bubalus,Detritivore
199,10/29/2019,2019,Cannelton,1,CANLO03,FALSE,Boat Electrofishing,SmallmouthBuffalo,548.64,9.099715999,9,2159.136,Catostomidae,Ictiobus,bubalus,Detritivore
1313,10/28/2019,2019,Markland,3,MARLM04,FALSE,Boat Electrofishing,SmallmouthBuffalo,568.96,9.152183419,9,2159.136,Catostomidae,Ictiobus,bubalus,Detritivore
888,11/13/2017,2017,Greenup,5,GREUM10,FALSE,Boat Electrofishing,SmallmouthBuffalo,518.0002797,9.016809067,9,2162.033796,Catostomidae,Ictiobus,bubalus,Detritivore
8492,10/15/2018,2018,Meldahl,4,MELLO06,FALSE,Boat Electrofishing,CommonCarp,535.94,9.065927686,9,2163.672,Cyprinidae,Cyprinus,carpio,Detritivore
10309,10/4/2016,2016,McAlpine,2,MCAUP05,FALSE,Boat Electrofishing,FreshwaterDrum,596.9,9.221345444,9,2168.208,Sciaenidae,Aplodinotus,grunniens,Invertivore
1026,11/15/2017,2017,Greenup,5,GRUM02,FALSE,Boat Electrofishing,SmallmouthBuffalo,517.0002792,9.014021249,9,2170.033921,Catostomidae,Ictiobus,bubalus,Detritivore
8377,11/4/2015,2015,Markland,3,MARUM07,FALSE,Boat Electrofishing,CommonCarp,551.18,9.106379729,9,2172.744,Cyprinidae,Cyprinus,carpio,Detritivore
10443,11/15/2016,2016,RC Byrd,6,RCBLM05,FALSE,Boat Electrofishing,FreshwaterDrum,541.02,9.079538117,9,2172.744,Sciaenidae,Aplodinotus,grunniens,Invertivore
10171,10/26/2015,2015,Markland,3,MARLO04,FALSE,Boat Electrofishing,FreshwaterDrum,548.64,9.099715999,9,2172.744,Sciaenidae,Aplodinotus,grunniens,Invertivore
2370,10/9/2020,2020,McAlpine,2,MCAUP02,FALSE,Boat Electrofishing,RiverRedhorse,533.4,9.059074015,9,2177.28,Catostomidae,Moxostoma,carinatum,Invertivore
595,12/4/2015,2015,Greenup,5,GRELM01,FALSE,Boat Electrofishing,SmallmouthBuffalo,528.32,9.045268215,9,2177.28,Catostomidae,Ictiobus,bubalus,Detritivore
661,12/4/2015,2015,Greenup,5,GRELM04,FALSE,Boat Electrofishing,SmallmouthBuffalo,530.86,9.052187629,9,2177.28,Catostomidae,Ictiobus,bubalus,Detritivore
932,11/5/2018,2018,Greenup,5,GREUM10,FALSE,Boat Electrofishing,SmallmouthBuffalo,533.4,9.059074015,9,2177.28,Catostomidae,Ictiobus,bubalus,Detritivore
423,11/3/2016,2016,Cannelton,1,CANUM05,FALSE,Boat Electrofishing,SmallmouthBuffalo,546.1,9.093021347,9,2177.28,Catostomidae,Ictiobus,bubalus,Detritivore
821,11/6/2018,2018,Greenup,5,GRELO07,FALSE,Boat Electrofishing,SmallmouthBuffalo,546.1,9.093021347,9,2177.28,Catostomidae,Ictiobus,bubalus,Detritivore
3257,11/17/2017,2017,RC Byrd,6,RCBUM02,FALSE,Boat Electrofishing,SmallmouthBuffalo,524.000283,9.033423781,9,2178.034046,Catostomidae,Ictiobus,bubalus,Detritivore
843,11/15/2017,2017,Greenup,5,GREUM07,FALSE,Boat Electrofishing,SmallmouthBuffalo,527.0002846,9.041659931,9,2178.034046,Catostomidae,Ictiobus,bubalus,Detritivore
8353,11/4/2015,2015,Markland,3,MARUM01,FALSE,Boat Electrofishing,CommonCarp,535.94,9.065927686,9,2181.816,Cyprinidae,Cyprinus,carpio,Detritivore
9971,11/6/2018,2018,Greenup,5,GRELO01,FALSE,Boat Electrofishing,FreshwaterDrum,551.18,9.106379729,9,2181.816,Sciaenidae,Aplodinotus,grunniens,Invertivore
1621,11/4/2015,2015,Markland,3,MARUM01,FALSE,Boat Electrofishing,SmallmouthBuffalo,508,8.988684687,8.5,2181.816,Catostomidae,Ictiobus,bubalus,Detritivore
