"","...1","laufnummer","site","location_old","order","family","size","ecomorphology","area_pool","human_influence","location","method"
"11909",11909,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11910",11910,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11911",11911,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11912",11912,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11913",11913,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11914",11914,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11915",11915,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11916",11916,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11917",11917,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11918",11918,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11919",11919,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11920",11920,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11921",11921,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11922",11922,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11923",11923,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11924",11924,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"11925",11925,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"11926",11926,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"11927",11927,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"11928",11928,197,"Riedgrabe","Control","Amphipoda","Gammaridae",5,3,2149,66948.0040001844,"Control","kick_net"
"11929",11929,197,"Riedgrabe","Control","Amphipoda","Gammaridae",5,3,2149,66948.0040001844,"Control","kick_net"
"11930",11930,197,"Riedgrabe","Control","Amphipoda","Gammaridae",5,3,2149,66948.0040001844,"Control","kick_net"
"11931",11931,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"11932",11932,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"11933",11933,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"11934",11934,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"11935",11935,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"11936",11936,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"11937",11937,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"11938",11938,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"11939",11939,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"11940",11940,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"11941",11941,197,"Riedgrabe","Control","Amphipoda","Gammaridae",8,3,2149,66948.0040001844,"Control","kick_net"
"11942",11942,197,"Riedgrabe","Control","Amphipoda","Gammaridae",8,3,2149,66948.0040001844,"Control","kick_net"
"11943",11943,197,"Riedgrabe","Control","Amphipoda","Gammaridae",8,3,2149,66948.0040001844,"Control","kick_net"
"11944",11944,197,"Riedgrabe","Control","Amphipoda","Gammaridae",8,3,2149,66948.0040001844,"Control","kick_net"
"11945",11945,197,"Riedgrabe","Control","Amphipoda","Gammaridae",9,3,2149,66948.0040001844,"Control","kick_net"
"11946",11946,197,"Riedgrabe","Control","Amphipoda","Gammaridae",9,3,2149,66948.0040001844,"Control","kick_net"
"11947",11947,197,"Riedgrabe","Control","Amphipoda","Gammaridae",10,3,2149,66948.0040001844,"Control","kick_net"
"11948",11948,197,"Riedgrabe","Control","Amphipoda","Gammaridae",12,3,2149,66948.0040001844,"Control","kick_net"
"11949",11949,197,"Riedgrabe","Control","Isopoda","Asellidae",3,3,2149,66948.0040001844,"Control","kick_net"
"11950",11950,197,"Riedgrabe","Control","Isopoda","Asellidae",3,3,2149,66948.0040001844,"Control","kick_net"
"11951",11951,197,"Riedgrabe","Control","Isopoda","Asellidae",4,3,2149,66948.0040001844,"Control","kick_net"
"11952",11952,197,"Riedgrabe","Control","Isopoda","Asellidae",4,3,2149,66948.0040001844,"Control","kick_net"
"11953",11953,197,"Riedgrabe","Control","Isopoda","Asellidae",5,3,2149,66948.0040001844,"Control","kick_net"
"11954",11954,197,"Riedgrabe","Control","Isopoda","Asellidae",5,3,2149,66948.0040001844,"Control","kick_net"
"11955",11955,197,"Riedgrabe","Control","Isopoda","Asellidae",5,3,2149,66948.0040001844,"Control","kick_net"
"11956",11956,197,"Riedgrabe","Control","Coleoptera","Elmidae",2,3,2149,66948.0040001844,"Control","kick_net"
"11957",11957,197,"Riedgrabe","Control","Coleoptera","Elmidae",2,3,2149,66948.0040001844,"Control","kick_net"
"11958",11958,197,"Riedgrabe","Control","Coleoptera","Elmidae",3,3,2149,66948.0040001844,"Control","kick_net"
"11959",11959,197,"Riedgrabe","Control","Diptera","Chironomidae",2,3,2149,66948.0040001844,"Control","kick_net"
"11960",11960,197,"Riedgrabe","Control","Diptera","Chironomidae",3,3,2149,66948.0040001844,"Control","kick_net"
"11961",11961,197,"Riedgrabe","Control","Diptera","Chironomidae",3,3,2149,66948.0040001844,"Control","kick_net"
"11962",11962,197,"Riedgrabe","Control","Diptera","Chironomidae",3,3,2149,66948.0040001844,"Control","kick_net"
"11963",11963,197,"Riedgrabe","Control","Diptera","Chironomidae",3,3,2149,66948.0040001844,"Control","kick_net"
"11964",11964,197,"Riedgrabe","Control","Diptera","Chironomidae",3,3,2149,66948.0040001844,"Control","kick_net"
"11965",11965,197,"Riedgrabe","Control","Diptera","Chironomidae",3,3,2149,66948.0040001844,"Control","kick_net"
"11966",11966,197,"Riedgrabe","Control","Diptera","Chironomidae",4,3,2149,66948.0040001844,"Control","kick_net"
"11967",11967,197,"Riedgrabe","Control","Diptera","Chironomidae",4,3,2149,66948.0040001844,"Control","kick_net"
"11968",11968,197,"Riedgrabe","Control","Diptera","Chironomidae",4,3,2149,66948.0040001844,"Control","kick_net"
"11969",11969,197,"Riedgrabe","Control","Diptera","Chironomidae",7,3,2149,66948.0040001844,"Control","kick_net"
"11970",11970,197,"Riedgrabe","Control","Diptera","Limoniidae",10,3,2149,66948.0040001844,"Control","kick_net"
"11971",11971,197,"Riedgrabe","Control","Oligochaeta",NA,4,3,2149,66948.0040001844,"Control","kick_net"
"11972",11972,197,"Riedgrabe","Control","Oligochaeta",NA,6,3,2149,66948.0040001844,"Control","kick_net"
"11973",11973,197,"Riedgrabe","Control","Oligochaeta",NA,9,3,2149,66948.0040001844,"Control","kick_net"
"11974",11974,197,"Riedgrabe","Control","Oligochaeta",NA,13,3,2149,66948.0040001844,"Control","kick_net"
"11975",11975,197,"Riedgrabe","Control","Oligochaeta",NA,16,3,2149,66948.0040001844,"Control","kick_net"
"11976",11976,197,"Riedgrabe","Control","Oligochaeta",NA,18,3,2149,66948.0040001844,"Control","kick_net"
"11977",11977,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11978",11978,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11979",11979,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11980",11980,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11981",11981,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11982",11982,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11983",11983,197,"Riedgrabe","Control","Amphipoda","Gammaridae",2,3,2149,66948.0040001844,"Control","kick_net"
"11984",11984,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11985",11985,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11986",11986,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11987",11987,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11988",11988,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11989",11989,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11990",11990,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11991",11991,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11992",11992,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11993",11993,197,"Riedgrabe","Control","Amphipoda","Gammaridae",3,3,2149,66948.0040001844,"Control","kick_net"
"11994",11994,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"11995",11995,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"11996",11996,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"11997",11997,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"11998",11998,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"11999",11999,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"12000",12000,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"12001",12001,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"12002",12002,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"12003",12003,197,"Riedgrabe","Control","Amphipoda","Gammaridae",4,3,2149,66948.0040001844,"Control","kick_net"
"12004",12004,197,"Riedgrabe","Control","Amphipoda","Gammaridae",5,3,2149,66948.0040001844,"Control","kick_net"
"12005",12005,197,"Riedgrabe","Control","Amphipoda","Gammaridae",5,3,2149,66948.0040001844,"Control","kick_net"
"12006",12006,197,"Riedgrabe","Control","Amphipoda","Gammaridae",5,3,2149,66948.0040001844,"Control","kick_net"
"12007",12007,197,"Riedgrabe","Control","Amphipoda","Gammaridae",5,3,2149,66948.0040001844,"Control","kick_net"
"12008",12008,197,"Riedgrabe","Control","Amphipoda","Gammaridae",5,3,2149,66948.0040001844,"Control","kick_net"
"12009",12009,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"12010",12010,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"12011",12011,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"12012",12012,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"12013",12013,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"12014",12014,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"12015",12015,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"12016",12016,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"12017",12017,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"12018",12018,197,"Riedgrabe","Control","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"Control","kick_net"
"12019",12019,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"12020",12020,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"12021",12021,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"12022",12022,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"12023",12023,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"12024",12024,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"12025",12025,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"12026",12026,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"12027",12027,197,"Riedgrabe","Control","Amphipoda","Gammaridae",7,3,2149,66948.0040001844,"Control","kick_net"
"12028",12028,197,"Riedgrabe","Control","Amphipoda","Gammaridae",8,3,2149,66948.0040001844,"Control","kick_net"
"12029",12029,197,"Riedgrabe","Control","Amphipoda","Gammaridae",8,3,2149,66948.0040001844,"Control","kick_net"
"12030",12030,197,"Riedgrabe","Control","Amphipoda","Gammaridae",8,3,2149,66948.0040001844,"Control","kick_net"
"12031",12031,197,"Riedgrabe","Control","Amphipoda","Gammaridae",9,3,2149,66948.0040001844,"Control","kick_net"
"12032",12032,197,"Riedgrabe","Control","Ephemeroptera","Baetidae",4,3,2149,66948.0040001844,"Control","kick_net"
"12033",12033,197,"Riedgrabe","Control","Diptera","Chironomidae",2,3,2149,66948.0040001844,"Control","kick_net"
"12034",12034,197,"Riedgrabe","Control","Diptera","Chironomidae",3,3,2149,66948.0040001844,"Control","kick_net"
"12035",12035,197,"Riedgrabe","Control","Diptera","Chironomidae",6,3,2149,66948.0040001844,"Control","kick_net"
"12036",12036,197,"Riedgrabe","Control","Diptera","Chironomidae",6,3,2149,66948.0040001844,"Control","kick_net"
"12037",12037,197,"Riedgrabe","Control","Diptera","Chironomidae",8,3,2149,66948.0040001844,"Control","kick_net"
"12038",12038,198,"Riedgrabe","Inflow","Oligochaeta",NA,4,3,2149,66948.0040001844,"beaver","kick_net"
"12039",12039,198,"Riedgrabe","Inflow","Oligochaeta",NA,18,3,2149,66948.0040001844,"beaver","kick_net"
"12040",12040,198,"Riedgrabe","Inflow","Oligochaeta",NA,22,3,2149,66948.0040001844,"beaver","kick_net"
"12041",12041,198,"Riedgrabe","Inflow","Oligochaeta",NA,25,3,2149,66948.0040001844,"beaver","kick_net"
"12042",12042,198,"Riedgrabe","Inflow","Gastropoda","Lymnaeidae",10,3,2149,66948.0040001844,"beaver","kick_net"
"12043",12043,198,"Riedgrabe","Inflow","Gastropoda","Physidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12044",12044,198,"Riedgrabe","Inflow","Gastropoda","Physidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12045",12045,198,"Riedgrabe","Inflow","Gastropoda","Physidae",6,3,2149,66948.0040001844,"beaver","kick_net"
"12046",12046,198,"Riedgrabe","Inflow","Gastropoda","Physidae",7,3,2149,66948.0040001844,"beaver","kick_net"
"12047",12047,198,"Riedgrabe","Inflow","Gastropoda","Physidae",7,3,2149,66948.0040001844,"beaver","kick_net"
"12048",12048,198,"Riedgrabe","Inflow","Bivalvia","Sphaeriidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12049",12049,198,"Riedgrabe","Inflow","Amphipoda","Gammaridae",5,3,2149,66948.0040001844,"beaver","kick_net"
"12050",12050,198,"Riedgrabe","Inflow","Amphipoda","Gammaridae",6,3,2149,66948.0040001844,"beaver","kick_net"
"12051",12051,198,"Riedgrabe","Inflow","Ephemeroptera","Baetidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12052",12052,198,"Riedgrabe","Inflow","Ephemeroptera","Baetidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12053",12053,198,"Riedgrabe","Inflow","Coleoptera","Elmidae",6,3,2149,66948.0040001844,"beaver","kick_net"
"12054",12054,198,"Riedgrabe","Inflow","Coleoptera","Hydrophilidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12055",12055,198,"Riedgrabe","Inflow","Trichoptera","Hydropsychidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12056",12056,198,"Riedgrabe","Inflow","Trichoptera","Hydropsychidae",7,3,2149,66948.0040001844,"beaver","kick_net"
"12057",12057,198,"Riedgrabe","Inflow","Diptera","Ceratopogonidae",8,3,2149,66948.0040001844,"beaver","kick_net"
"12058",12058,198,"Riedgrabe","Inflow","Diptera","Ceratopogonidae",9,3,2149,66948.0040001844,"beaver","kick_net"
"12059",12059,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12060",12060,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12061",12061,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12062",12062,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12063",12063,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12064",12064,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12065",12065,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12066",12066,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12067",12067,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12068",12068,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12069",12069,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12070",12070,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12071",12071,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12072",12072,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12073",12073,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12074",12074,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12075",12075,198,"Riedgrabe","Inflow","Diptera","Chironomidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12076",12076,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12077",12077,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12078",12078,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12079",12079,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12080",12080,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12081",12081,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12082",12082,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12083",12083,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12084",12084,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12085",12085,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12086",12086,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12087",12087,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12088",12088,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12089",12089,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12090",12090,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12091",12091,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12092",12092,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12093",12093,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12094",12094,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12095",12095,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12096",12096,198,"Riedgrabe","Inflow","Diptera","Chironomidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12097",12097,198,"Riedgrabe","Inflow","Diptera","Chironomidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12098",12098,198,"Riedgrabe","Inflow","Diptera","Chironomidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12099",12099,198,"Riedgrabe","Inflow","Diptera","Chironomidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12100",12100,198,"Riedgrabe","Inflow","Diptera","Chironomidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12101",12101,198,"Riedgrabe","Inflow","Diptera","Chironomidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12102",12102,198,"Riedgrabe","Inflow","Diptera","Chironomidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12103",12103,198,"Riedgrabe","Inflow","Diptera","Chironomidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12104",12104,198,"Riedgrabe","Inflow","Diptera","Chironomidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12105",12105,198,"Riedgrabe","Inflow","Diptera","Chironomidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12106",12106,198,"Riedgrabe","Inflow","Diptera","Chironomidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12107",12107,198,"Riedgrabe","Inflow","Diptera","Chironomidae",5,3,2149,66948.0040001844,"beaver","kick_net"
"12108",12108,198,"Riedgrabe","Inflow","Diptera","Chironomidae",5,3,2149,66948.0040001844,"beaver","kick_net"
"12109",12109,198,"Riedgrabe","Inflow","Diptera","Chironomidae",5,3,2149,66948.0040001844,"beaver","kick_net"
"12110",12110,198,"Riedgrabe","Inflow","Diptera","Chironomidae",5,3,2149,66948.0040001844,"beaver","kick_net"
"12111",12111,198,"Riedgrabe","Inflow","Diptera","Chironomidae",6,3,2149,66948.0040001844,"beaver","kick_net"
"12112",12112,198,"Riedgrabe","Inflow","Diptera","Chironomidae",6,3,2149,66948.0040001844,"beaver","kick_net"
"12113",12113,198,"Riedgrabe","Inflow","Diptera","Chironomidae",6,3,2149,66948.0040001844,"beaver","kick_net"
"12114",12114,198,"Riedgrabe","Inflow","Diptera","Limoniidae",8,3,2149,66948.0040001844,"beaver","kick_net"
"12115",12115,198,"Riedgrabe","Inflow","Diptera","Psychodidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12116",12116,198,"Riedgrabe","Inflow","Diptera","Tipulidae",7,3,2149,66948.0040001844,"beaver","kick_net"
"12117",12117,198,"Riedgrabe","Inflow","Diptera","Tipulidae",12,3,2149,66948.0040001844,"beaver","kick_net"
"12118",12118,198,"Riedgrabe","Inflow","Diptera","Tipulidae",13,3,2149,66948.0040001844,"beaver","kick_net"
"12119",12119,198,"Riedgrabe","Inflow","Diptera","Tipulidae",13,3,2149,66948.0040001844,"beaver","kick_net"
"12120",12120,198,"Riedgrabe","Inflow","Diptera","Tipulidae",15,3,2149,66948.0040001844,"beaver","kick_net"
"12121",12121,198,"Riedgrabe","Inflow","Diptera","Tipulidae",15,3,2149,66948.0040001844,"beaver","kick_net"
"12122",12122,198,"Riedgrabe","Inflow","Diptera","Tipulidae",16,3,2149,66948.0040001844,"beaver","kick_net"
"12123",12123,198,"Riedgrabe","Inflow","Diptera","Tipulidae",17,3,2149,66948.0040001844,"beaver","kick_net"
"12124",12124,198,"Riedgrabe","Inflow","Diptera","Tipulidae",18,3,2149,66948.0040001844,"beaver","kick_net"
"12125",12125,198,"Riedgrabe","Inflow","Diptera","Tipulidae",18,3,2149,66948.0040001844,"beaver","kick_net"
"12126",12126,198,"Riedgrabe","Inflow","Diptera","Tipulidae",19,3,2149,66948.0040001844,"beaver","kick_net"
"12127",12127,198,"Riedgrabe","Inflow","Diptera","Tipulidae",19,3,2149,66948.0040001844,"beaver","kick_net"
"12128",12128,198,"Riedgrabe","Inflow","Diptera","Tipulidae",19,3,2149,66948.0040001844,"beaver","kick_net"
"12129",12129,198,"Riedgrabe","Inflow","Diptera","Tipulidae",20,3,2149,66948.0040001844,"beaver","kick_net"
"12130",12130,198,"Riedgrabe","Inflow","Diptera","Tipulidae",20,3,2149,66948.0040001844,"beaver","kick_net"
"12131",12131,198,"Riedgrabe","Inflow","Hirudinea","Glossiphoniidae",5,3,2149,66948.0040001844,"beaver","kick_net"
"12132",12132,198,"Riedgrabe","Inflow","Oligochaeta",NA,5,3,2149,66948.0040001844,"beaver","kick_net"
"12133",12133,198,"Riedgrabe","Inflow","Gastropoda","Physidae",2,3,2149,66948.0040001844,"beaver","kick_net"
"12134",12134,198,"Riedgrabe","Inflow","Gastropoda","Physidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12135",12135,198,"Riedgrabe","Inflow","Gastropoda","Physidae",3,3,2149,66948.0040001844,"beaver","kick_net"
"12136",12136,198,"Riedgrabe","Inflow","Gastropoda","Physidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12137",12137,198,"Riedgrabe","Inflow","Gastropoda","Physidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12138",12138,198,"Riedgrabe","Inflow","Gastropoda","Physidae",4,3,2149,66948.0040001844,"beaver","kick_net"
"12139",12139,198,"Riedgrabe","Inflow","Gastropoda","Physidae",4,3,2149,66948.0040001844,"beaver","kick_net"
